 1          0.00147898
 2          0.00025160
 3          0.00043675
 4          0.00098535
 5          0.00099408
 6          0.00099535
 7          0.00100365
 8          0.00099924
 9          0.00099494
10          0.00099984
11          0.00101408
12          0.00225530
13          0.00779055
14          0.00781687
15          0.00786176
16          0.00779169
17          0.00759762
18          0.00762185
19          0.00765257
20          0.00756501
21          0.00756417
22          0.00758232
23          0.05923052
24          0.05930260
25          0.05837305
26          0.06083126
27          0.05771151
28          0.05702753
29          0.06127839
30          0.06318163
31          1.04412498
32          1.00040269
33          1.03289365
34         76.43226799
35         85.30926631
36         79.73547890
37         86.24550298
38         -1.11904060
39          0.00312179
40          0.00086753
41          0.00036312
42          0.00033987
43          0.00032670
44          0.00033502
45          0.00077385
46          0.00078938
47          0.00077231
48          0.00078353
