30	0.17099803320249524
44	0.04487820558486253
70	0.07459328907828248
100	0.11923041454131693
100	0.11933139360849244
100	0.11968466485353646
100	0.12017307432795535
100	0.11984081216228674
100	0.11964036279768488
100	0.11986122801618466
100	0.12081331859442533
143	0.1876640694409249
217	0.31579930011440177
217	0.31641761284865666
217	0.31696837585265625
217	0.3157910312817343
217	0.31360706048214726
217	0.31368835399047135
217	0.31418525435330125
217	0.31297076182199635
217	0.31306472624050324
217	0.3132589604622511
353	0.5328412261413421
353	0.532945488008162
353	0.5310407922010153
353	0.531738978781232
353	0.5293341375849353
353	0.5280187487681413
353	0.5357128442037024
353	0.5394956339606367
545	0.7681863197253063
545	0.7653021153562146
545	0.7806422264838808
857	1.0
857	1.0108155563038304
857	1.000737177355928
0.4	16459436675930.922
22.8	0.36779429937287217
33	0.103198372867807
40.6	0.055328843063488474
40.6	0.055102192229929146
60.8	0.059759570627328826
60.8	0.06075759731728863
93.5	0.1031102782997448
93.5	0.10413262240003508
93.5	0.10314906052281618
93.5	0.10381050408360089
1250	0.7675759917643914
2140	0.3802412708151297
3000	0.06447462834401253
